#,Filename,Category,DateHint,FoundInHTML,MsgID,GregDate,HijriDate,Duration,PossibleSeries,LessonNum,TitleHint,TextSnippet
77,وقفات في الزكاة ( ٢ ).m4a,غير مصنف / يحتاج تحديد,,NO,,,,,,,,
78,AUD-20181213-WA0047.m4a,AUD-YYYYMMDD-WA,13/12/2018,NO,,,,,,0047,,
79,AUD-20181229-WA0010.m4a,AUD-YYYYMMDD-WA,29/12/2018,NO,,,,,,0010,,
80,AUD-20190101-WA0019.m4a,AUD-YYYYMMDD-WA,01/01/2019,NO,,,,,,0019,,
81,AUD-20190103-WA0033.m4a,AUD-YYYYMMDD-WA,03/01/2019,NO,,,,,,0033,,
82,AUD-20190103-WA0035.m4a,AUD-YYYYMMDD-WA,03/01/2019,NO,,,,,,0035,,
83,AUD-20190111-WA0005.m4a,AUD-YYYYMMDD-WA,11/01/2019,NO,,,,,,0005,,
84,AUD-20190128-WA0011.m4a,AUD-YYYYMMDD-WA,28/01/2019,NO,,,,,,0011,,
85,AUD-20210223-WA0002.m4a,AUD-YYYYMMDD-WA,23/02/2021,NO,,,,,,0002,,
86,AUD-20210225-WA0003.m4a,AUD-YYYYMMDD-WA,25/02/2021,NO,,,,,,0003,,
87,AUD-20210226-WA0002.m4a,AUD-YYYYMMDD-WA,26/02/2021,NO,,,,,,0002,,
88,AUD-20210303-WA0000.m4a,AUD-YYYYMMDD-WA,03/03/2021,YES,1424,03/03/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثاني والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء من التغليظ فيمن عبد الله عند قبر رجل صالح فكيف إذا عبده 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_1888zbkj71.m4a 📤
89,AUD-20210310-WA0000.m4a,AUD-YYYYMMDD-WA,10/03/2021,YES,1443,10/03/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثالث والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء أن الغلو في قبور الصالحين تصيرها أوثانا تعبد من دون الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://c.top4top.io/m_1895p59eg1.m4a 
90,AUD-20210323-WA0004.m4a,AUD-YYYYMMDD-WA,23/03/2021,YES,1455,24/03/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الرابع والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في حماية المصطفى صلى الله عليه وسلم جناب التوحيد، وسد كل طريق يوصل إلى الشرك 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://f.top4top.
91,AUD-20210407-WA0000.m4a,AUD-YYYYMMDD-WA,07/04/2021,YES,1483,07/04/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السادس والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء أن بعض هذه الأمة بعبد الأوثان (تكملة) 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://j.top4top.io/m_1922557ul1.m4a 📤 رابط القناة على ا
92,AUD-20210515-WA0004.m4a,AUD-YYYYMMDD-WA,15/05/2021,YES,1537,15/05/2021,,10:14,خطبة عيد,,,📌 جديد الخطب 🔹 خطبة عيد الفطر المبارك لعام ١٤٤٢ 🔹 🎙للشيخ الفاضل/ حسن بن محمد منصور الدغريري -غفر الله له ولوالديه- ⏰ مدة المقطع 10:14 د 🔗 رابط الصوتية: 🔗 https://h.top4top.io/m_1961h1oft1.m4a 🔗 رابط اليوتيوب: 🔗 ══ا ¤❁💎❁¤ ا══ 🔹 قناة الشيخ حسن الدغريري على الواتس https://chat.whatsapp.com/Jw6zLpxlvAKL
93,AUD-20210519-WA0001.m4a,AUD-YYYYMMDD-WA,19/05/2021,YES,1544,19/05/2021,1442/10/06,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السابع والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في السحر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٦ شوال ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_19649ivj31.m4a 📤 رابط القناة على التلج
94,AUD-20210525-WA0001.m4a,AUD-YYYYMMDD-WA,25/05/2021,YES,1553,25/05/2021,1442/10/12,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 الدرس الأول 🔹التعليق على متن #الأصول_الثلاثة 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ١٢ شوال ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://f.top4top.io/m_19717ndjr1.m4a 📤 رابط القناة على التلجرام👇 🖇 https://t.me/
95,AUD-20210526-WA0001.m4a,AUD-YYYYMMDD-WA,26/05/2021,YES,1556,26/05/2021,1442/10/13,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثامن والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب بيان شيء من أنواع السحر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٣ شوال ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://l.top4top.io/m_19718yjl81.m4a 📤 رابط القناة
96,AUD-20210609-WA0003.m4a,AUD-YYYYMMDD-WA,09/06/2021,YES,1582,09/06/2021,1442/10/27,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس التاسع والعشرون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في الكهان ونحوهم 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٧ شوال ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://f.top4top.io/m_1986cwhlb1.m4a 📤 رابط القناة 
97,AUD-20210609-WA0004.m4a,AUD-YYYYMMDD-WA,09/06/2021,YES,1584,09/06/2021,1442/10/26,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 الدرس الثاني 🔹التعليق على متن #الأصول_الثلاثة 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ٢٦ شوال ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://l.top4top.io/m_1986siwn51.m4a 📤 رابط القناة على التلجرام👇 🖇 https://t.me
98,AUD-20210619-WA0002.m4a,AUD-YYYYMMDD-WA,19/06/2021,YES,1596,20/06/2021,1442/11/05,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في النُّشرَة 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٥ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://g.top4top.io/m_1996ktczm1.m4a 📤 رابط القناة على الت
99,AUD-20210620-WA0000.m4a,AUD-YYYYMMDD-WA,20/06/2021,YES,1598,20/06/2021,1442/11/04,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 الدرس الثالث 🔹التعليق على متن #الأصول_الثلاثة 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ٤ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_1997ho4ql1.m4a 📤 رابط القناة على التلجرام👇 🖇 https://
100,AUD-20210621-WA0003.m4a,AUD-YYYYMMDD-WA,21/06/2021,YES,1606,22/06/2021,1442/11/11,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 الدرس الرابع والأخير 🔹التعليق على متن #الأصول_الثلاثة 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ١١ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://j.top4top.io/m_1998puduc1.m4a 📤 رابط القناة على التلجرام👇 🖇
101,AUD-20210624-WA0002.m4a,AUD-YYYYMMDD-WA,24/06/2021,YES,1621,24/06/2021,1442/11/12,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الحادي والثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في التطيُّر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٢ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://g.top4top.io/m_1996ktczm1.m4a 📤 رابط القناة
102,AUD-20210705-WA0002.m4a,AUD-YYYYMMDD-WA,05/07/2021,YES,1656,05/07/2021,1442/11/19,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثاني والثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في التنجيم 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٩ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_2012uz4db1.m4a 📤 رابط القناة 
103,AUD-20210705-WA0003.m4a,AUD-YYYYMMDD-WA,05/07/2021,YES,1658,05/07/2021,1442/11/18,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 مجلس واحد 🔹التعليق على متن #الأصول_الستة 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ١٨ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://b.top4top.io/m_2012d296i1.m4a 📤 رابط القناة على التلجرام👇 🖇 https://t.me
104,AUD-20210706-WA0000.m4a,AUD-YYYYMMDD-WA,06/07/2021,YES,1660,06/07/2021,1442/11/25,,,,جديد الدروس,📌 #جديد_الدروس : 🔖 مجلس واحد 🔹التعليق على متن #القواعد_الأربع 🔹 📓 للإمام المجدد محمد بن عبد الوهاب رحمه الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الاثنين ٢٥ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://b.top4top.io/m_2013c0ktm1.m4a 📤 رابط القناة على التلجرام👇 🖇 https://t.
105,AUD-20210707-WA0000.m4a,AUD-YYYYMMDD-WA,07/07/2021,YES,1663,07/07/2021,1442/11/26,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثالث والثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء في الاستسقاء بالأنواء 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٦ ذي القعدة ١٤٤٢هـ 📲 رابط التحميل والاستماع : 🔗 https://f.top4top.io/m_2014ebl2u1.m4a 📤 ر
106,AUD-20210901-WA0003.m4a,AUD-YYYYMMDD-WA,01/09/2021,YES,1724,01/09/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الرابع والثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب قول الله نعالى {وَمِنَ النَّاسِ مَن يَتَّخِذُ مِن دُونِ اللَّهِ أَندَادًا يُحِبُّونَهُمْ كَحُبِّ اللَّهِ ۖ وَالَّذِينَ آمَنُوا أَشَدُّ حُبًّا لِّلَّهِ ۗ وَلَوْ يَرَى الَّذِينَ ظَلَمُو
107,AUD-20210911-WA0041.m4a,AUD-YYYYMMDD-WA,11/09/2021,YES,1734,12/09/2021,,,,,جديد التعليقات,📌 #جديد_التعليقات : 📜 #التعليق_على_نواقض_الإسلام ●| في مجلس واحد 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري - حفظه الله ورعاه - 🔗 للتحميل: 🔗 https://k.top4top.io/m_2081subhm1.m4a 📆 الاثنين ٢٩ من شهر الله المحرم ١٤٤٣هـ 📤 رابط القناة على التلجرام👇 🖇 https://t.me/daririhasan/1734 📥 رابط القناة على الو
108,AUD-20210911-WA0042.m4a,AUD-YYYYMMDD-WA,11/09/2021,YES,1736,13/09/2021,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الخامس والثلاثون : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب قول الله نعالى {إِنَّمَا ذَٰلِكُمُ الشَّيْطَانُ يُخَوِّفُ أَوْلِيَاءَهُ فَلَا تَخَافُوهُمْ وَخَافُونِ إِن كُنتُم مُّؤْمِنِينَ} 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 
109,AUD-20211024-WA0017.m4a,AUD-YYYYMMDD-WA,24/10/2021,YES,1799,24/10/2021,1443/03/11,30:31,,,التعليقات المختصرة,🔸[ #التعليقات_المختصرة ] 🔸 ◈ الدرس الخامس : [◈التعليقات المختصرة على أبواب كتاب التوحيد ٢٥/٢١ ] 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲١٤٤٣/٣/١١هـ❳ 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_2123vcrms1.m4a 00:00 ـ──━━━━◉ 30:31 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅
110,AUD-20211025-WA0005.m4a,AUD-YYYYMMDD-WA,25/10/2021,YES,1803,26/10/2021,1443/03/18,30:28,,,التعليقات المختصرة,🔸[ #التعليقات_المختصرة ] 🔸 ◈ الدرس السادس : [◈التعليقات المختصرة على أبواب كتاب التوحيد ٣٠/٢٦ ] 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲١٤٤٣/٣/١٨هـ❳ 🎙للإستماع إلى الصوتية : https://c.top4top.io/m_2124ijt0j1.m4a 00:00 ـ──━━━━◉ 30:28 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅
111,AUD-20211027-WA0022.m4a,AUD-YYYYMMDD-WA,27/10/2021,YES,1808,27/10/2021,1443/03/19,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الأربعون - ٤٠ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب من الشرك إرادة الانسان بعمله الدنيا 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٩ ربيع الأول ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://l.top4top.io/m_2126i17jl1
